link,title,content,category,level,period,student,skill_covered,pre_ready
https://www.udacity.com/course/hybrid-cloud-fundamentals--ud0321,Hybrid Cloud Fundamentals,Dive into the role of a hybrid cloud engineer and learn how to use Nutanix's Hyperconverged Infrastructure (HCI) software to configure the different components of a private cloud cluster.,SCHOOL OF CLOUD COMPUTING,Intermediate,1 Month,702 Reviews,"Hybrid Cloud, Nutanix, Hyperconverged Infrastructure, Prism web console, Private Cloud, Virtual Machine",None
https://www.udacity.com/course/security-analyst-nanodegree--nd324,Security Analyst,"Learn to identify, correct and respond to security weaknesses and incidents. You’ll also get real-world experience monitoring network traffic, analyzing alert and log data, and following incident handling procedures.",SCHOOL OF CYBERSECURITY,Intermediate,4 Months,710 Reviews,"Security controls, Defensible Network Architecture, security threat mitigation, threat modeling, vulnerability assessment, incident detection and handling","Experience with Python, SQL, and security fundamentals"
https://www.udacity.com/course/security-engineer-nanodegree--nd698,Security Engineer,Take advantage of the growing need for skilled security professionals by mastering the sought-after skills to protect an organization’s computer networks and systems from security threats or attacks.,SCHOOL OF CYBERSECURITY,Intermediate,4 Months,472 Reviews,"Cryptography, Risk Evaluation, Authentication, Authorization, Access Management, Penetration Testing","Basics of Python, experience configuring AWS and Linux environments"
https://www.udacity.com/course/data-analysis-and-visualization--ud404,Data Analysis and Visualization,"This course will introduce students to the field by covering state?of-­the-art modeling, analysis and visualization techniques.",SCHOOL OF DATA SCIENCE,Intermediate,16 Weeks,700 Reviews,"R, Data Analysis, Data Visualization, Regression",None
https://www.udacity.com/course/data-analyst-nanodegree--nd002,Data Analyst,"Use Python, SQL, and statistics to uncover insights, communicate critical findings, and create data-driven solutions.",SCHOOL OF DATA SCIENCE,Intermediate,4 Months,3147 Reviews,"Data Wrangling, Matplotlib, Bootstrapping, Pandas & NumPy, Statistics",Python & SQL
https://www.udacity.com/course/data-engineer-nanodegree--nd027,Data Engineer,"Data Engineering is the foundation for the new world of Big Data. Enroll now to build production-ready data infrastructure, an essential skill for advancing your data career.",SCHOOL OF DATA SCIENCE,Intermediate,5 Months,1349 Reviews,"Data Modeling, Data Pipelines, Data Lakes, Spark, Airflow",Intermediate Python & SQL
https://www.udacity.com/course/activation-and-retention-strategy--nd037-2,Activation and Retention Strategy,"Hone specialized Product Management skills in activation and retention strategy. Guide users through the activation funnel as fast as possible, so they reach your product’s aha-moment, and deploy experiments to improve customer lifetime value and decrease churn.",SCHOOL OF PRODUCT MANAGEMENT,Intermediate,1 Month,1352 Reviews,"Product Management, Activation Funnels, Retention Analysis, Churn Analysis, Segment Analysis, User Engagement, Cohort Analysis",Prior Product Management Experience Recommended
https://www.udacity.com/course/data-product-manager-nanodegree--nd030,Data Product Manager,"Hone specialized skills in Data Product Management by learning how to apply data science best practices to build data-driven products backed by scalable data strategies to deliver the right experience to the right users, at the right time.",SCHOOL OF PRODUCT MANAGEMENT,Intermediate,3 Months,162 Reviews,"Data Science, Product Management, Product Design, Data Visualization, User Journey Maps",Prior Data Analysis & Product Management Experience Recommended
https://www.udacity.com/course/growth-product-manager-nanodegree--nd037,Growth Product Manager,"Hone specialized Product Management skills in growth strategy. Lead experimentation and data-driven decision-making in your organization to drive products to reach the next level of scale, impact, and profitability.",SCHOOL OF PRODUCT MANAGEMENT,Intermediate,3 Months,349 Reviews,"Product Management, Growth Strategy, Customer Acquisition, Activation Strategy, Monetization Strategy, Performance Optimization",Prior Product Management Experience Recommended
https://www.udacity.com/course/monetization-strategy--nd037-3,Monetization Strategy,"Monetization Strategy is the third of three courses in the Growth Product Manager Nanodegree program. Hone specialized Product Management skills in monetization strategy by learning how to implement strategies to drive profitable growth for your business. Build and test pricing plans and market selection, target the right buyer personas, and be equipped to harness their full lifetime value.",SCHOOL OF PRODUCT MANAGEMENT,Intermediate,1 Month,139 Reviews,"Product Management, Monetization Models, Pricing Strategy, Buyer Personas, Lifetime Value, Customer Acquisition Cost, Pricing Metrics, Growth Strategy",Prior Product Management Experience Recommended
https://www.udacity.com/course/android-kotlin-developer-nanodegree--nd940,Android Kotlin Developer,"Master Android app development with Kotlin, a modern programming language that enables developers to be more productive.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,237 Reviews,"Android Development, Kotlin, Android Studio, Gradle, RESTful interfaces, Web APIs, App Architecture, Databases, Custom Views, Notifications, Location Services, Testing, Firebase",Experience with Object-Oriented Programming
https://www.udacity.com/course/blockchain-developer-nanodegree--nd1309,Blockchain Developer,"Demand for blockchain developers is skyrocketing. In this program, you'll work with the Bitcoin and Ethereum protocols, build projects for real-world application, and gain the essential skills for a career in this dynamic space.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,5 Months,360 Reviews,"Ethereum Blockchain, Blockchain Architecture, Data Auditing",Object-oriented programming
https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,Data Structures and Algorithms,Get hands-on practice with over 100 data structures and algorithm exercises and technical mentor support when needed to help prepare you for interviews and on-the-job scenarios.,SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,730 Reviews,"Data Structures and Algorithms, Problem Solving, Interview Practice Problems, Python",Python and Basic Algebra
https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,Front End Web Developer,Learn how to build high quality websites and dynamic applications to create stunning user experiences for the web.,SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,1020 Reviews,"JavaScript, HTML, CSS, Webpack, Flexbox, Node, Object-oriented Programming","Knowledge of basic HTML, CSS, and JavaScript"
https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,Full Stack JavaScript Developer,"You’ll master the skills necessary to become a successful full stack developer. Learn how to build UI and UX, create APIs and server side business logic and develop the persistence layer to store, process and retrieve data.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,134 Reviews,"Creating an API, Databases and SQL, Node.js, Angular, TypeScript, Deployment","HTML, CSS, Basic JavaScript, JSON"
https://www.udacity.com/course/intermediate-javascript-nanodegree--nd032,Full Stack Web Developer,"Learn to design and develop powerful modern web applications that form the foundation for the apps, websites, and systems that people and businesses use every day.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,644 Reviews,"Python, JavaScript, PostgreSQL, Flask, Docker, Kubernetes","Prior experience with Python, CSS/HTML, and Git"
https://www.udacity.com/course/intermediate-python-nanodegree--nd303,Intermediate JavaScript,"Master JavaScript, the most popular programming language in the world. Be equipped for advanced roles in web development, server-side application development, and desktop development.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,3 Months,120 Reviews,"Functional Programming, DOM, Data Structures, Asynchronous Programming, Synchronous Programming",Basic JavaScript
https://www.udacity.com/course/java-developer-nanodegree--nd035,Intermediate Python,"The Intermediate Python Nanodegree program teaches intermediate-level skills for programming with the Python language. It is ideal for developers interested in using Python to build more complex algorithms with greater capabilities in preparation for a variety of different roles spanning fields like data science, AI, and software engineering.",SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,2 Months,60 Reviews,"Python, Object-oriented programming, Modular code, Python Package Index",Basic Python
https://www.udacity.com/course/react-nanodegree--nd019,Java Developer,Learn back-end development with the Java programming language,SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,4 Months,283 Reviews,"Java, Spring Boot, Rest API, MySQL, MongoDB",Intermediate knowledge of Java
https://www.udacity.com/course/software-testing--cs258,React,React is completely transforming Front-End Development. Master this powerful UI library from Facebook with Udacity.,SCHOOL OF PROGRAMMING & DEVELOPMENT,Intermediate,12 Weeks,1103 Reviews,"React, Redux, React Native","HTML, JavaScript, & Git"
